"delivery_id","order_id","driver_id","hub_id","delivery_status","route_distance_km","manual_route_override_count","customer_rating_post_delivery","fuel_or_charge_cost","service_type","order_value","pickup_zone","dropoff_zone","priority_level","booking_channel","promised_window_hours"
"DL00908","O00145","D088","H03","OnTime",10.05,1,5,14.53,"Business",35.95,"North","RiverSide","Medium","App",12
"DL00909","O01204","D033","H02","Delayed",10.35,2,2.77,8.9,"Passenger",162.33,"EAST","CENTRAL","Critical","App",1
"DL00910","O01002","D071","H04","Delayed",26.61,1,4.05,16.25,"Business",109.31,"WEST","West","Medium","Web",12
"DL00911","O00806","D004","H01","OnTime",13.69,0,4.33,14.98,"Business",100.44,"north","Central","Medium","App",12
"DL00912","O00355","D011","H02","Delayed",21.47,2,3.69,9.33,"Passenger",59.47,"Riverside","Riverside","Medium","App",4
"DL00913","O00239","D096","H04","OnTime",12.6,1,3.49,15.18,"Parcel",31.43,"Ctr","Central","Low","App",4
"DL00914","O00270","D157","H05","OnTime",10.96,0,4.41,15.03,"Business",140.61,"WEST","CENTRAL","Medium","App",4
"DL00915","O00873","D004","H03","OnTime",9.84,0,3.99,16.74,"Parcel",106.49,"North","South","High",NA,6
"DL00916","O01100","D036","H03","OnTime",22.62,1,4.95,17.14,"Business",41.49,"AIRPORT","East","High","App",4
"DL00917","O00700","D077","H05","OnTime",12.76,0,4.06,9.47,"Passenger",110.49,"WEST","WEST","Medium","Phone",4
"DL00918","O00645","D097","H08","OnTime",10.63,1,4.21,10.43,"Passenger",82.91,"South","CENTRAL","Medium","API",6
"DL00919","O00763","D139","H04","OnTime",5.38,2,5,10.53,"Retail",154.35,"East","AIRPORT","Low","API",4
"DL00920","O00686","D133","H03","Failed",5.08,1,3.09,4.15,"Retail",72.67,"East","SOUTH","Medium","Web",6
"DL00921","O00332","D063","H08","Failed",6.36,0,2.34,9.47,"Business",93.33,"North","RiverSide","Medium","Phone",12
"DL00922","O00399","D112","H07","Delayed",12.65,5,3.39,14.07,"Parcel",30.74,"CENTRAL","Airport","Low","App",4
"DL00923","O00047","D071","H03","OnTime",19.03,0,4.7,16.28,"Medical",39.57,"WEST","north","Medium","App",2
"DL00924","O00717","D155","H01","OnTime",15.39,0,4.6,15.3,"Retail",72.1,"East","South","Low","Web",4
"DL00925","O00003","D041","H02","Delayed",13.04,2,3.7,13.16,"Passenger",33.5,"West","AIRPORT","High","Phone",4
"DL00926","O00574","D031","H03","OnTime",14.82,2,4.64,15.12,"Retail",59.99,"Riverside","North","Medium","App",6
"DL00927","O00335","D152","H01","OnTime",5.36,0,5,13.63,"Passenger",227.61,"North","Airport","High","API",24
"DL00928","O00100","D023","H05","Failed",12.72,0,3.15,21.6,"Passenger",23.64,"RiverSide","NORTH","Medium","Web",6
"DL00929","O00935","D033","H05","OnTime",15.41,0,4.51,15.11,"Parcel",132.13,"East","EAST","High","Phone",12
"DL00930","O00586","D016","H07","OnTime",9.03,0,NA,9.23,"Parcel",31.49,"Central","WEST","Critical",NA,12
"DL00931","O01171","D006","H08","Failed",16.08,1,2.2,13.75,"Passenger",52.73,"RiverSide","Ctr","Medium","Web",6
"DL00932","O01225","D080","H04","OnTime",8.94,0,3.18,11.22,"Parcel",165.46,"NORTH","Ctr","High","App",24
"DL00933","O01133","D032","H02","OnTime",12.66,1,3.83,14.09,"Parcel",8.61,"EAST","WEST","Medium","Phone",24
"DL00934","O00775","D071","H02","OnTime",20.86,0,4.35,10.59,"Business",94.46,"RiverSide","CENTRAL","High","App",12
"DL00935","O00211","D107","H08","Failed",32.42,4,3.9,14.69,"Business",43.29,"Airport","EAST","Medium","App",6
"DL00936","O00372","D087","H03","OnTime",5.84,2,4.74,11.21,"Parcel",57.99,"SOUTH","Riverside","Low","App",2
"DL00937","O00001","D047","H01","OnTime",26.65,2,4.29,15.82,"Passenger",126.65,"Airport","South","Medium","App",6
"DL00938","O01246","D132","H03","Failed",36.94,0,2.58,20.16,"Business",60.45,"Airport","North","Medium","App",4
"DL00939","O00417","D007","H01","OnTime",1.2,0,4.17,11.3,"Retail",113.56,"SOUTH","Riverside","Low",NA,4
"DL00940","O00565","D133","H04","Delayed",16.19,1,2.58,7.05,"Parcel",155.2,"north","South","Low","Phone",1
"DL00941","O00592","D125","H03","OnTime",13.31,1,3.8,13.15,"Business",220.79,"RiverSide","East","Low","Phone",2
"DL00942","O01112","D013","H04","Failed",12.99,1,4.06,16.82,"Business",278.14,"East","WEST","Critical","App",2
"DL00943","O00967","D087","H01","OnTime",5.06,2,4.57,8.9,"Business",50.8,"North","WEST","Medium","App",6
"DL00944","O00336","D009","H06","OnTime",16.01,2,4.04,12.32,"Retail",108.38,"West","Ctr","Critical","App",6
"DL00945","O00197","D075","H03","OnTime",8.74,1,4.39,12.97,"Retail",175.96,"north","EAST","Medium","Phone",2
"DL00946","O00982","D069","H04","OnTime",10.68,1,4.62,19.6,"Parcel",131.9,"EAST","north","Critical","App",4
"DL00947","O01082","D129","H04","OnTime",10.8,0,4.13,11.79,"Medical",43.58,"RiverSide","WEST","Medium","Web",24
"DL00948","O00863","D155","H07","OnTime",11.02,0,4.82,9.38,"Passenger",29.36,"RiverSide","West","Low","Phone",12
"DL00949","O01106","D060","H02","OnTime",11.36,0,4.05,20.13,"Business",22.49,"EAST","Ctr","Medium","Web",12
"DL00950","O00744","D024","H02","OnTime",15.82,0,3.8,16.73,"Retail",33.49,"EAST","Riverside","Low","API",6
